Project	Project Source	Project Name	Oncotree Code	Path to Extended SBS File	Path to Counts SBS_96 File	Path to Extended DBS File	Path to Counts DBS_78 File	Path to Extended INDEL File	Path to Counts INDEL_Alexandrov2018_83 File	Path to Clinical File	Path to Samples File	Path to Genes File
TCGA-SARC_SARC_mc3.v0.2.8.WXS	TCGA	Sarcoma - WXS	LIPO	mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SARC_SARC_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SARC_SARC_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_SARC.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-SARC_SARC_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-SARC_SARC_mc3.v0.2.8.tsv
TCGA-SKCM_SKCM_mc3.v0.2.8.WXS	TCGA	Skin Cutaneous Melanoma - WXS	SKCM	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-SKCM_SKCM_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-SKCM_SKCM_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_SKCM.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-SKCM_SKCM_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-SKCM_SKCM_mc3.v0.2.8.tsv
TCGA-STAD_STAD_mc3.v0.2.8.WXS	TCGA	Gastric Adenocarcinoma - WXS	STAD	mutations/PanCanAtlas/processed/extended/extended.TCGA-STAD_STAD_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-STAD_STAD_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-STAD_STAD_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-STAD_STAD_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-STAD_STAD_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-STAD_STAD_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_STAD.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-STAD_STAD_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-STAD_STAD_mc3.v0.2.8.tsv
TCGA-TGCT_TGCT_mc3.v0.2.8.WXS	TCGA	Testis Germ Cell Neoplasms - WXS	NSGCT	mutations/PanCanAtlas/processed/extended/extended.TCGA-TGCT_TGCT_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-TGCT_TGCT_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-TGCT_TGCT_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-TGCT_TGCT_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-TGCT_TGCT_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-TGCT_TGCT_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_TGCT.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-TGCT_TGCT_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-TGCT_TGCT_mc3.v0.2.8.tsv
TCGA-THCA_THCA_mc3.v0.2.8.WXS	TCGA	Thyroid Carcinoma - WXS	THYROID	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THCA_THCA_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THCA_THCA_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_THCA.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-THCA_THCA_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-THCA_THCA_mc3.v0.2.8.tsv
TCGA-THYM_THYM_mc3.v0.2.8.WXS	TCGA	Thymoma - WXS	THYM	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-THYM_THYM_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-THYM_THYM_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_THYM.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-THYM_THYM_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-THYM_THYM_mc3.v0.2.8.tsv
TCGA-UCEC_UCEC_mc3.v0.2.8.WXS	TCGA	Uterine Corpus Endometrial Carcinoma - WXS	UCEC	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCEC_UCEC_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCEC_UCEC_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCEC_UCEC_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCEC_UCEC_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCEC_UCEC_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCEC_UCEC_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_UCEC.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-UCEC_UCEC_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-UCEC_UCEC_mc3.v0.2.8.tsv
TCGA-UCS_UCS_mc3.v0.2.8.WXS	TCGA	Uterine Carcinosarcoma - WXS	UCS	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UCS_UCS_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UCS_UCS_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_UCS.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-UCS_UCS_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-UCS_UCS_mc3.v0.2.8.tsv
TCGA-UVM_UVM_mc3.v0.2.8.WXS	TCGA	Eye and Adnexa Nevi and Melanomas - WXS	UM	mutations/PanCanAtlas/processed/extended/extended.TCGA-UVM_UVM_mc3.v0.2.8.SBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UVM_UVM_mc3.v0.2.8.WXS.SBS-96.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UVM_UVM_mc3.v0.2.8.DBS.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UVM_UVM_mc3.v0.2.8.WXS.DBS-78.tsv	mutations/PanCanAtlas/processed/extended/extended.TCGA-UVM_UVM_mc3.v0.2.8.INDEL.tsv	mutations/PanCanAtlas/processed/counts/counts.TCGA-UVM_UVM_mc3.v0.2.8.WXS.INDEL-Alexandrov2018_83.tsv	clinical/PanCanAtlas/processed/clinical.TCGA_UVM.tsv	mutations/PanCanAtlas/processed/samples/samples.TCGA-UVM_UVM_mc3.v0.2.8.tsv	gene-alterations/mutations/maf/processed/PanCanAtlas-TCGA-UVM_UVM_mc3.v0.2.8.tsv
cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS	cBioPortal	"Chronic Lymphocytic Leukemia (IUOPA, Nature 2015)"	CLL	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-cll-iuopa-2015_CLL_ca65ba9.tsv	
cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS	cBioPortal	"Desmoplastic Melanoma (Broad Institute, Nat Genet 2015)"	DESM	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-desm-broad-2015_DESM_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-desm-broad-2015_DESM_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-desm-broad-2015_DESM_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-desm-broad-2015_DESM_ca65ba9.tsv	
cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS	cBioPortal	"Pancreatic Adenocarcinoma (QCMG, Nature 2016)"	PAAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-paad-qcmg-uq-2016_PAAD_ca65ba9.tsv	
cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS	cBioPortal	"Prostate Adenocarcinoma (EurUrol, 2017)"	PRAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-prad-eururol-2017_PRAD_ca65ba9.tsv	
cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS	cBioPortal	"Small Cell Lung Cancer (U Cologne, Nature 2015)"	SCLC	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-sclc-ucologne-2015_SCLC_ca65ba9.tsv	
cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS	cBioPortal	"Stomach Adenocarcinoma (Pfizer and UHK, Nat Genet 2014)"	STAD	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.SBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.SBS-96.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.DBS.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.DBS-78.tsv	mutations/cBioPortal/processed/extended/extended.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.INDEL.tsv	mutations/cBioPortal/processed/counts/counts.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.WGS.INDEL-Alexandrov2018_83.tsv	clinical/cBioPortal/processed/clinical.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.tsv	mutations/cBioPortal/processed/samples/samples.cBioPortal-stad-pfizer-uhongkong_STAD_ca65ba9.tsv	
ICGC-ALL-US_ALL_27.WGS	ICGC	"Acute Lymphoblastic Leukemia - TARGET, US - WGS"		mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-ALL-US_ALL_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-ALL-US_ALL_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-ALL-US_ALL_27.tsv
ICGC-ALL-US_ALL_27.WXS	ICGC	"Acute Lymphoblastic Leukemia - TARGET, US - WXS"		mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-ALL-US_ALL_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-ALL-US_ALL_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-ALL-US_ALL_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-ALL-US_ALL_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-ALL-US_ALL_27.tsv
ICGC-AML-US_AML_27.WGS	ICGC	"Acute Myeloid Leukemia - TARGET, US - WGS"	AML	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-AML-US_AML_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-AML-US_AML_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-AML-US_AML_27.tsv
ICGC-AML-US_AML_27.WXS	ICGC	"Acute Myeloid Leukemia - TARGET, US - WXS"	AML	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-AML-US_AML_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-AML-US_AML_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-AML-US_AML_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-AML-US_AML_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-AML-US_AML_27.tsv
ICGC-BLCA-CN_BLCA_27.WXS	ICGC	Bladder Cancer - CN - WXS	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-CN_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-CN_BLCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-CN_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-CN_BLCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BLCA-CN_BLCA_27.tsv
ICGC-BLCA-US_BLCA_27.WGS	ICGC	"Bladder Urothelial Cancer - TCGA, US - WGS"	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-US_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-US_BLCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BLCA-US_BLCA_27.tsv
ICGC-BLCA-US_BLCA_27.WXS	ICGC	"Bladder Urothelial Cancer - TCGA, US - WXS"	BLCA	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BLCA-US_BLCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BLCA-US_BLCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BLCA-US_BLCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BLCA-US_BLCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BLCA-US_BLCA_27.tsv
ICGC-BOCA-FR_BOCA_27.WGS	ICGC	Soft Tissue Cancer - Ewing Sarcoma - FR - WGS	ES	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-FR_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-FR_BOCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-FR_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-FR_BOCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BOCA-FR_BOCA_27.tsv
ICGC-BOCA-UK_BOCA_27.WGS	ICGC	Bone Cancer - UK - WGS	BONE	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-UK_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-UK_BOCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BOCA-UK_BOCA_27.tsv
ICGC-BOCA-UK_BOCA_27.WXS	ICGC	Bone Cancer - UK - WGS	BONE	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BOCA-UK_BOCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BOCA-UK_BOCA_27.WXS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BOCA-UK_BOCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BOCA-UK_BOCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BOCA-UK_BOCA_27.tsv
ICGC-BRCA-EU_BRCA_27.WGS	ICGC	Breast ER+ and HER2- Cancer - EU/UK - WGS	BRCA	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.SBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.SBS-96.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.DBS.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.DBS-78.tsv	mutations/ICGC/processed/extended/extended.ICGC-BRCA-EU_BRCA_27.INDEL.tsv	mutations/ICGC/processed/counts/counts.ICGC-BRCA-EU_BRCA_27.WGS.INDEL-Alexandrov2018_83.tsv	clinical/ICGC/processed/clinical.ICGC-BRCA-EU_BRCA_27.tsv	mutations/ICGC/processed/samples/samples.ICGC-BRCA-EU_BRCA_27.tsv	gene-alterations/mutations/ICGC/processed/gene_alterations.ICGC-BRCA-EU_BRCA_27.tsv
